word,mean_RT_ms,mean_accuracy,length,log_frequency,AoA,OLD20,concreteness,contextual_diversity,OLD20F,orthographic_neighbourhood_n,mean_D_Zscore,n_rows,n_subjects
seduce,822.667,0.94,6,2.247973266,11.95,1.95,2.18,2.130333768,7.353,2,-0.159,3,3
seducer,950.333,0.97,7,1.322219295,12.72,2.4,2.36,1.079181246,6.865,3,0.447,3,3
seduction,885.333,0.88,9,1.707570176,13.83,2.3,2.21,1.653212514,7.529,2,0.093,3,3
seductive,711.5,1,9,1.591064607,11.89,2.7,2.48,1.579783597,6.986,1,-0.306,2,2
see,516.0,1,3,5.115257608,3.06,1,3.21,3.920488565,9.281,25,-0.875,4,4
seed,588.667,0.97,4,2.587710965,4.72,1,4.71,2.445604203,8.507,20,-0.764,3,3
seedless,473.667,1,8,1.041392685,7.11,2.4,4.21,0.954242509,5.51,2,-1.015,3,3
seedling,728.0,0.97,8,0.77815125,6.89,1.95,4.56,0.77815125,7.512,1,0.153,2,2
seedy,1089.0,0.81,5,1.579783597,9.68,1.75,2.58,1.477121255,7.811,4,0.591,1,1
seek,561.5,0.94,4,2.970811611,6.94,1.3,2.68,2.80140371,8.351,11,-0.869,2,2
seeker,698.0,1,6,1.681241237,7.68,1.9,3.44,1.491361694,6.662,1,-0.486,5,5
seem,630.667,0.94,4,3.853211335,6.74,1.4,1.75,3.613313161,8.253,10,-0.496,3,3
seemingly,1111.0,1,9,2.037426498,9.789983,3.15,1.52,2,5.835,1,1.675,2,2
seep,1039.5,0.47,4,1,10.06,1.1,3.08,1,8.311,15,0.918,2,2
seersucker,1818.0,0.41,10,0.602059991,14.46,4.75,,0.602059991,5.635,0,3.688,2,2
seesaw,651.667,0.94,6,1.361727836,4.81,2.9,4.92,1.176091259,7.683,0,-0.145,3,3
seethe,820.0,0.5,6,0.77815125,13.28,2.4,2.39,0.602059991,7.327,1,-0.558,1,1
segment,606.5,0.97,7,2.008600172,11.11,2.2,3.4,1.875061263,7.074,0,-0.79,2,2
segmentation,872.5,0.94,12,0.301029996,11.79,3.2,3.32,0.301029996,5.659,0,0.12,2,2
segregate,874.5,0.97,9,0.903089987,11.17,2.95,2.54,0.903089987,6.165,0,0.4,4,4
segregation,705.0,0.97,11,1.643452676,11.28,3.05,2.65,1.342422681,6.511,0,-0.207,3,3
seismic,735.5,0.69,7,1.505149978,12.39,3.4,3.07,1.380211242,6.808,0,0.181,2,2
seismograph,1333.0,0.73,11,0.602059991,10.65,4.5,4.54,0.602059991,4.435,0,1.475,1,1
seize,970.0,0.91,5,2.392696953,10.15,1.9,3.97,2.283301229,8.153,1,0.127,2,2
seizure,638.0,0.97,7,2.281033367,9.74,2.85,3.79,2.136720567,6.902,0,-0.854,2,2
seldom,659.5,1,6,2.225309282,7.948151,2.95,1.38,2.173186268,7.702,0,-0.603,2,2
select,841.0,0.97,6,2.257678575,8,2,2.48,2.206825876,7.516,0,-0.305,2,2
selection,697.0,0.97,9,2.367355921,7.21,2,2.34,2.305351369,7.543,0,-0.207,1,1
selective,739.0,1,9,1.785329835,9.5,2.5,2.12,1.755874856,7.678,0,-0.053,2,2
selectivity,1056.5,0.94,11,0.602059991,12,3.55,1.81,0.602059991,6.498,0,0.278,2,2
selfish,651.0,1,7,2.909556029,5.26,2.75,1.92,2.795880017,6.36,0,-0.721,4,4
selfless,1021.0,0.94,8,1.973127854,9.28,2.75,1.61,1.819543936,6.23,0,-0.114,3,3
selflessness,984.0,0.88,12,1.204119983,11.15,4.05,1.43,1.146128036,4.765,0,0.647,2,2
sell,552.333,0.97,4,3.672651923,7.05,1.2,3.35,3.38774566,8.558,12,-0.567,3,3
seller,514.5,0.94,6,2.053078443,6.84,1.75,3.57,1.934498451,6.95,5,-0.851,2,2
sellout,635.0,0.88,7,1.531478917,10.95,2.9,2.71,1.531478917,7.251,0,-0.615,2,2
semantic,1167.333,0.85,8,0.698970004,15.59,2.75,1.82,0.698970004,6.472,0,0.212,3,3
semblance,2922.0,0.55,9,1.361727836,13.06,3.4,2,1.361727836,6.169,0,4.878,1,1
semen,700.5,0.97,5,2.305351369,12.37,1.8,4.79,2.053078443,8.202,2,0.007,2,2
semester,675.5,1,8,2.550228353,12.25,2.95,3.07,2.399673721,6.629,0,-0.31,2,2
semi,890.25,0.88,4,2.079181246,8.85,2,2.74,1.72427587,8.706,0,0.087,4,4
semiautomatic,1555.667,0.87,13,1.342422681,13.61,5.8,3.54,1.204119983,6.205,0,1.537,3,3
semicircle,785.333,0.94,10,0.602059991,7.95,4.35,4.21,0.477121255,5.682,0,-0.112,3,3
semicolon,1125.5,0.94,9,0.954242509,8.39,4.15,4.62,0.84509804,7.02,0,0.637,2,2
semiconductor,1380.0,0.9,13,0.301029996,14.79,6.1,4.28,0.301029996,6.756,0,1.459,3,3
semifinal,1216.0,0.7,9,1.176091259,10.67,3.7,2.93,1.041392685,7.165,0,0.611,1,1
seminal,886.0,0.74,7,1.301029996,12.67,2.45,2.15,1.301029996,7.443,1,0.62,1,1
seminar,860.5,0.94,7,2.338456494,11.8,2.75,3.48,2.123851641,6.996,1,-0.435,2,2
seminary,1256.333,0.94,8,1.73239376,12.39,2.8,3.5,1.568201724,6.915,1,1.281,3,3
semiprecious,1689.0,0.71,12,0.602059991,13.38,5.25,2.56,0.602059991,5.748,0,2.006,1,1
semolina,1321.0,0.48,8,0.301029996,14,3.2,,0.301029996,6.436,0,2.279,1,1
senate,720.0,0.97,6,2.521138084,10.79,1.95,3.81,2.120573931,7.292,1,-0.087,4,4
senator,1094.0,1,7,3.228400359,9.58,2.55,4.59,2.485721426,7.29,0,0.327,3,3
senatorial,724.0,0.72,10,1.113943352,13.19,3.7,,0.698970004,6.307,0,0.273,2,2
send,551.333,0.91,4,3.962369336,5.68,1.3,2.7,3.628491105,8.799,13,-1.012,3,3
sender,707.333,0.84,6,1.591064607,7.28,1.55,3.82,1.531478917,7.315,8,-0.481,3,3
senile,938.25,0.85,6,1.949390007,11.26,2,2.46,1.86332286,7.539,0,0.6,4,4
senior,529.333,1,6,3.127104798,8.26,2,2.97,2.889301703,7.576,1,-0.824,3,3
seniority,815.5,0.91,9,1.748188027,12.75,3.15,2.34,1.69019608,6.36,0,0.129,2,2
senora,1114.333,0.42,6,1.819543936,9.9,2.15,,1.531478917,7.434,2,1.512,3,3
senorita,1009.333,0.59,8,1.568201724,11.05,3.25,4.18,1.531478917,7.152,0,0.467,3,3
sensation,878.0,0.97,9,2.397940009,9.17,2.8,2.87,2.31386722,7.058,0,0.012,2,2
sensationalism,956.667,0.97,14,0.903089987,13.37,4.25,1.86,0.903089987,5.28,1,1.375,3,3
sensationalist,1053.5,1,14,0.477121255,12.83,4.3,2.41,0.477121255,5.432,1,0.846,4,4
sense,577.0,1,5,3.827563111,7.32,1.8,2.61,3.584331224,8.233,3,-0.65,3,3
senseless,861.667,1,9,2.120573931,9.95,2.9,1.69,2.075546961,5.494,0,-0.072,3,3
sensibility,556.0,0.97,11,1.414973348,10.65,3.45,1.52,1.380211242,5.919,0,-0.717,1,1
sensible,927.333,0.97,8,2.541579244,8.78,2.65,1.52,2.462397998,6.823,1,0.286,3,3
sensitive,613.0,1,9,3.06069784,8.19,2.75,2.21,2.959041392,6.274,1,-0.726,1,1
sensitivity,615.0,1,11,2.173186268,9.11,3.7,1.77,2.10720997,5.967,0,-0.372,3,3
sensor,595.0,0.97,6,2.064457989,11.8,1.8,3.96,1.892094603,7.402,2,-0.63,1,1
sensory,735.0,0.97,7,1.748188027,10.84,2.45,2.55,1.672097858,7.329,1,-0.441,4,4
sensual,734.5,1,7,1.892094603,12.1,2.9,2.26,1.819543936,7.311,0,-0.5,2,2
sensuality,586.0,1,10,1.556302501,13.61,3.25,2,1.414973348,6.259,0,-0.558,1,1
sensuous,653.333,0.84,8,1.414973348,11.53,2.85,1.9,1.322219295,6.87,0,-0.43,3,3
sentence,678.0,0.94,8,3.020361283,5.84,2.6,3.57,2.850646235,6.637,0,-0.555,1,1
sentencing,860.0,0.97,10,1.851258349,11.61,3.25,2.79,1.792391689,6.595,0,-0.468,2,2
sentient,635.0,0.77,8,1.380211242,11.77,2.75,,1.278753601,6.792,0,-0.631,1,1
sentiment,812.0,1,9,2.212187604,11.89,2.7,2.1,2.173186268,5.771,0,-0.244,4,4
sentimental,1003.333,1,11,2.556302501,12.05,3.5,1.68,2.459392488,6.05,0,-0.044,3,3
sentimentality,1084.0,0.97,14,1.397940009,12.17,5.05,1.73,1.380211242,5.546,0,0.611,2,2
sentimentalize,1156.5,0.66,14,0.301029996,11.56,5.25,1.68,0.301029996,4.747,0,1.534,2,2
sentinel,1910.5,0.83,8,1.447158031,13.11,2.9,3.67,1.230448921,7.207,0,1.819,2,2
sentry,731.5,0.68,6,1.851258349,11.12,2.15,4.04,1.672097858,7.466,1,-0.186,2,2
separable,595.0,0.84,9,0.301029996,11.33,2.65,2.63,0.301029996,6.657,2,-0.839,1,1
separate,674.75,1,8,3.04453976,6.63,2.65,3.25,2.961895474,6.176,0,-0.412,4,4
separateness,1160.5,0.9,12,0.903089987,9.78,4.5,2.46,0.77815125,5.342,0,0.721,2,2
separation,867.0,0.97,10,2.396199347,8.89,2.6,2.96,2.267171728,6.638,1,-0.046,2,2
separatist,1175.0,0.81,10,0.954242509,11.94,3.25,2.44,0.84509804,6.088,1,0.532,1,1
sepia,847.0,0.41,5,0.602059991,14.4,2.3,3.86,0.602059991,7.588,1,1.129,1,1
septet,536.0,0.24,6,0.301029996,15,2.6,,0.301029996,7.369,1,-0.166,1,1
septic,865.0,0.9,6,1.86332286,11.13,2.2,3.74,1.740362689,7.174,1,0.124,5,5
septum,1210.0,0.82,6,1.278753601,14.94,2.75,4.48,1.255272505,7.213,0,0.339,3,3
sequel,777.0,0.94,6,1.959041392,10.22,2.6,2.86,1.77815125,7.478,0,-0.292,1,1
sequence,697.5,0.97,8,2.632457292,10.28,2.7,3.1,2.303196057,6.618,0,-0.56,2,2
sequential,818.667,1,10,1.041392685,10.5,3.8,2.35,1,6.177,0,-0.033,3,3
sequester,859.0,0.67,9,0.698970004,15.07,3.3,2.61,0.602059991,6.347,0,-0.29,1,1
sequestration,1063.0,0.45,13,0.301029996,16.5,4.45,2.5,0.301029996,6.456,0,1.458,1,1
sequin,2571.0,0.71,6,0.903089987,8.76,2.55,4.24,0.903089987,7.65,0,2.479,2,2
serenade,1054.0,0.97,8,1.770852012,11.22,2.8,3.5,1.681241237,6.072,0,1.171,2,2
serendipity,784.5,0.88,11,1.477121255,12.61,4.65,1.62,1.255272505,5.364,0,-0.203,2,2
serene,994.0,0.82,6,1.806179974,11.38,2.05,2.07,1.716003344,7.494,0,2.408,1,1
serenity,782.5,0.97,8,1.963787827,11.05,2.8,1.62,1.785329835,6.26,0,-0.02,2,2
sergeant,696.5,0.85,8,3.506640306,9,2.8,4.7,2.902546779,6.791,0,-0.589,2,2
serial,674.0,0.97,6,2.761927838,10.42,1.95,2.44,2.551449998,7.326,2,-0.541,3,3
serialize,734.0,0.66,9,1.62324929,13.84,2.8,,1.204119983,5.838,0,-0.342,2,2
series,859.0,0.91,6,3.012415375,9.05,1.95,2.92,2.852479994,7.469,2,0.083,2,2
serious,509.0,1,7,3.878923734,6.58,2.3,2.1,3.602819342,7.093,0,-0.724,1,1
seriousness,1482.5,0.94,11,1.812913357,8.1,4.15,1.5,1.77815125,4.845,0,0.823,2,2
sermon,651.333,0.88,6,2.146128036,6.6,1.95,3.34,1.986771734,7.729,0,-0.131,3,3
serpent,679.0,0.97,7,2,8,2.4,4.97,1.826074803,7.462,0,-0.469,2,2
serum,872.0,0.82,5,2.283301229,10.22,1.95,4.27,1.968482949,7.335,2,1.59,2,2
servant,619.5,1,7,2.792391689,7.89,2.4,4.64,2.586587305,7.14,0,-0.915,2,2
serve,472.0,1,5,3.286905353,7.17,1.6,3.78,3.134177108,8.104,4,-1.167,2,2
server,609.0,0.94,6,2.303196057,9.94,1.8,4.55,2.086359831,7.814,2,-0.399,1,1
service,560.667,0.97,7,3.610340711,8,2.6,2.21,3.381656483,7.125,1,-0.567,3,3
servile,753.0,0.5,7,0.84509804,15.27,2.45,,0.77815125,7.031,1,0.091,2,2
set,644.0,0.97,3,4.072102779,6,1,3.41,3.714832512,10.401,24,-1.109,2,2
setback,627.0,1,7,1.897627091,10.4,2.75,1.97,1.851258349,6.889,0,-0.454,2,2
setter,889.667,0.88,6,1.301029996,9.64,1.7,,1.176091259,6.903,6,0.432,3,3
settle,595.0,1,6,3.331224781,8.26,1.6,2.31,3.183839037,6.696,5,-0.63,1,1
settler,967.75,0.94,7,0.698970004,9.72,1.75,4.11,0.602059991,6.927,2,-0.136,4,4
setup,448.0,1,5,2.644438589,8.89,2,3.5,2.542825427,7.953,2,-1.039,1,1
seven,753.5,1,5,3.726564216,5.3585,1.8,3.72,3.444200989,8.24,2,-0.029,4,4
seventh,963.5,0.97,7,2.697229343,6.95705,2.7,3.9,2.556302501,7.522,1,-0.349,2,2
sever,1045.5,0.64,5,1.908485019,9.05,1.45,4,1.819543936,8.053,7,0.492,4,4
several,839.0,1,7,3.296445794,6.765224,2.45,3,3.168497484,7.564,0,0.345,2,2
severance,921.5,0.94,9,1.755874856,14.39,2.95,2.68,1.72427587,6.597,0,-0.235,2,2
severe,626.0,0.97,6,2.682145076,9.05,1.8,2.43,2.617000341,7.732,2,-0.519,1,1
severity,663.0,0.94,8,1.491361694,11.06,2.6,1.76,1.491361694,6.52,0,-0.588,3,3
sew,734.667,0.97,3,2.44870632,6.05,1,3.93,2.326335861,8.964,20,-0.507,3,3
sewage,567.5,0.79,6,1.785329835,8.47,2.3,4.52,1.653212514,7.215,0,-0.612,2,2
sewer,866.5,0.91,5,2.382017043,7.05,1.65,4.46,2.271841607,7.702,6,-0.141,2,2
sewerage,1188.0,0.62,8,0.301029996,10.85,2.75,,0.301029996,6.737,0,1.187,3,3
sewing,626.0,0.97,6,2.298853076,6.11,1.75,4.4,2.209515015,7.707,6,-0.728,3,3
sex,808.0,1,3,3.889973638,9.79,1.35,4.1,3.396373728,9.127,17,-0.134,3,3
sexism,462.0,0.97,6,1,13.63,2.65,1.61,0.954242509,7.543,1,-0.992,2,2
sexless,780.667,0.94,7,1.146128036,14.72,2.45,1.97,1.146128036,6.518,0,0.008,3,3
sextet,591.0,0.55,6,0.84509804,12.4,2.35,3.81,0.77815125,7.555,1,-0.462,1,1
sexual,556.0,1,6,3.228913406,11.33,2.45,2.5,2.960946196,7.481,0,-0.869,2,2
sexuality,639.5,1,9,2.201397124,11.83,2.8,2.61,2.053078443,6.676,0,-0.629,2,2
sexy,773.333,0.97,4,3.184691431,10.65,1.95,2.64,2.960946196,8.588,0,-0.848,3,3
shabby,487.0,0.97,6,1.944482672,10.56,2.15,2.81,1.892094603,6.68,1,-0.665,1,1
shackle,558.5,0.94,7,1.230448921,12.16,2,4.34,0.903089987,6.459,0,-0.523,4,4
shade,562.0,1,5,2.484299839,6.37,1.5,3.38,2.403120521,8.129,8,-1.066,3,3
shaded,503.0,0.97,6,0.954242509,5.89,1.7,3.5,0.954242509,7.078,6,-0.728,1,1
shading,597.75,0.94,7,1.230448921,8.5,1.75,3.33,1.204119983,7.409,6,-0.581,4,4
shadow,609.5,1,6,3.033825694,5,2.25,4.54,2.795880017,7.283,0,-0.696,2,2
shadowy,2353.0,0.88,7,1.939519253,6.6,2.65,2.92,1.919078092,7.012,1,2.66,1,1
shady,575.0,1,5,2.08278537,10.65,1.9,2.96,1.977723605,7.614,2,-1.049,1,1
shaft,625.0,0.97,5,2.595496222,10.17,1.9,4.71,2.311753861,8.068,2,-0.984,1,1
shag,503.5,0.86,4,1.991226076,10.53,1.55,3.15,1.826074803,8.021,12,-0.738,2,2
shake,488.75,0.97,5,3.305781151,5.26,1.25,4.07,3.112939976,7.991,12,-0.982,4,4
shakedown,688.333,0.94,9,1.672097858,12.32,3.7,2.73,1.62324929,6.355,0,-0.089,3,3
shaker,742.0,0.94,6,1.913813852,8.33,1.75,4.11,1.698970004,6.799,6,-0.531,2,2
shaky,611.75,1,5,2.181843588,8,1.9,3.4,2.149219113,7.02,4,-0.615,4,4
shale,805.0,0.51,5,1,11.94,1.4,3.84,0.903089987,7.904,11,-0.847,1,1
shall,735.5,0.97,5,3.975063996,8.42,1.65,2.33,3.486005186,7.993,7,-0.147,2,2
shallot,1133.0,0.36,7,0.477121255,14.79,2.45,4.59,0.477121255,7.004,2,0.881,1,1
shallow,644.0,1,7,2.480006943,7,2,3.45,2.392696953,7.065,3,-0.475,2,2
shallowness,982.75,0.91,11,0.77815125,10.33,4,2.27,0.77815125,5.309,0,0.245,4,4
sham,923.333,0.74,4,1.892094603,11.603502,1.35,3.07,1.785329835,8.107,14,-0.022,3,3
shaman,806.5,0.44,6,2.11058971,12.25,2.05,4.08,1.707570176,7.176,1,-0.213,2,2
shamble,708.0,0.97,7,0.477121255,11.16,2.05,2.6,0.477121255,6.767,0,-0.355,1,1
shame,536.75,0.94,5,3.326540669,6.55,1.45,2.24,3.181843588,8.085,7,-1.016,4,4
shameful,1072.667,0.97,8,1.995635195,7.89,3.1,1.71,1.954242509,6.242,0,0.405,3,3
shameless,555.667,1,9,1.991226076,9.79,2.55,1.89,1.929418926,5.652,1,-0.598,3,3
shamrock,877.667,0.91,8,1.176091259,10,3.35,4.89,1.146128036,6.412,0,0.119,3,3
shank,720.75,0.72,5,1.84509804,11.89,1.55,4.18,1.633468456,7.668,7,-0.601,4,4
shantytown,1383.333,0.61,10,0.698970004,13.69,4.75,4.15,0.698970004,6.709,0,1.177,3,3
shape,495.0,0.97,5,3.188365926,4.47,1.6,3.14,3.075546961,7.998,6,-1.014,2,2
shapeless,800.333,1,9,0.77815125,10.09,2.75,2.46,0.77815125,5.864,1,-0.363,3,3
shapely,581.0,0.94,7,1.278753601,12.71,2.55,2.74,1.255272505,6.681,0,-0.66,2,2
shard,587.0,0.45,5,1.579783597,9.9,1.65,4.21,1.079181246,8.087,7,-0.265,1,1
share,627.75,1,5,3.549738731,4.84,1.1,2.96,3.37051309,8.021,16,-0.673,4,4
sharecropper,1778.5,0.76,12,0.77815125,14.56,5.2,3.88,0.698970004,5.201,0,2.271,2,2
shareholder,829.0,0.94,11,1.447158031,14.25,3.95,3.72,1.380211242,5.012,0,-0.021,1,1
shark,575.5,0.97,5,2.883661435,5.47,1.5,4.93,2.413299764,7.851,9,-0.156,2,2
sharkskin,882.5,0.81,9,0.602059991,8.94,3.8,4.77,0.602059991,5.852,0,0.558,2,2
sharp,748.667,1,5,3.084218687,6.11,1.8,3.86,2.959994838,7.836,5,-0.238,3,3
sharpen,742.0,1,7,1.763427994,5.61,2,3.72,1.716003344,6.708,1,-0.546,2,2
sharpener,1167.0,0.97,9,1.255272505,6.44,3.15,4.64,1.255272505,6.568,1,0.112,3,3
sharpness,693.0,1,9,1.113943352,8.58,2.8,2.69,1.113943352,6.158,0,-0.631,2,2
shatter,580.0,0.94,7,1.86332286,9.33,1.65,3.96,1.819543936,6.357,5,-0.852,1,1
shattering,860.8,1,10,1.602059991,8,2.55,3.43,1.568201724,5.755,5,-0.132,5,5
shatterproof,859.333,0.94,12,0.903089987,10.44,5.25,3.17,0.84509804,4.581,0,0.246,3,3
shave,605.0,1,5,2.846955325,5.89,1.25,4.23,2.697229343,7.967,10,-0.436,2,2
shaven,685.0,0.97,6,1.041392685,8.39,1.75,3.71,1,7.396,4,-0.078,3,3
shaver,523.0,1,6,1.397940009,7.89,1.65,4.35,1.176091259,7.312,8,-1.07,1,1
she,515.0,0.97,3,5.27961676,3.568124,1.6,3.36,3.90993026,8.784,10,-0.816,2,2
shear,822.0,0.91,5,1.342422681,8.67,1.6,3.37,1.278753601,8.441,5,-0.166,2,2
sheath,936.0,0.79,6,1.414973348,10.93,1.95,4.48,1.380211242,7.792,0,0.725,2,2
sheathe,709.0,0.61,7,0.77815125,14.13,2.5,3.84,0.77815125,7.107,1,-0.169,1,1
shed,589.0,0.97,4,2.748962861,7.33,1.5,4.55,2.615950052,8.237,9,-1.341,1,1
sheen,786.0,0.75,5,1.69019608,10.388604,1.8,3.64,1.505149978,8.297,4,-0.179,3,3
sheep,542.0,0.94,5,2.836324116,4.25,1.6,4.9,2.59439255,8.229,7,-1.021,2,2
sheepdog,754.0,1,8,1.447158031,7.11,3.7,4.72,1.204119983,6.554,0,-0.884,2,2
sheepish,1084.333,0.91,8,0.77815125,11.56,2.9,2.36,0.77815125,6.125,1,0.456,3,3
sheepskin,859.5,1,9,1.176091259,10.21,3.85,4.78,1.146128036,4.74,0,0.317,4,4
sheer,537.5,0.97,5,2.369215857,9.63,1.6,3.35,2.305351369,7.689,9,-0.603,2,2
sheet,658.0,1,5,2.773054693,5.33,1.65,4.93,2.667452953,8.199,6,-0.182,1,1
sheeting,1214.5,0.85,8,0.84509804,10.73,2,,0.77815125,7.547,2,1.012,2,2
sheik,760.5,0.58,5,1.892094603,12.8184,1.95,4.6,1.414973348,8.094,0,-0.53,2,2
shelf,718.0,0.97,5,2.551449998,5.5,1.85,4.96,2.439332694,8.393,2,-0.415,3,3
shell,566.0,0.97,5,2.829303773,5.22,1.55,4.8,2.606381365,8.361,6,-0.787,3,3
shellfish,982.667,0.94,9,1.707570176,9.1,3.55,4.53,1.643452676,6.617,0,0.19,3,3
shelter,889.0,0.94,7,2.77524626,9.21,1.9,4.64,2.575187845,6.692,1,-0.809,2,2
shelve,997.0,0.82,6,1.041392685,6.38,1.9,4.41,0.954242509,7.529,0,-0.403,2,2
shenanigan,1491.0,0.39,10,0.602059991,10.5,4.65,2.36,0.602059991,6.161,0,1.324,1,1
shepherd,897.0,0.91,8,2.579783597,6.67,2.85,4.67,2.260071388,7.144,0,-0.124,2,2
sherbet,614.5,0.88,7,1.477121255,7,2.85,4.83,1.255272505,7.314,0,-0.111,2,2
sheriff,712.0,0.97,7,3.493597449,6,2.85,4.5,2.821513528,6.847,0,-0.417,2,2
sherry,829.5,0.74,6,2.848804701,13.58,2,4.32,2.285557309,7.333,2,0.201,2,2
shield,553.0,0.91,6,2.622214023,6.5,2,4.66,2.409933123,7.321,0,-0.756,3,3
shift,529.0,0.94,5,3.066325925,9.17,1.7,2.81,2.899820502,7.789,3,-1.105,1,1
shiftless,729.0,0.97,9,1.255272505,12.12,2.9,2.27,1.255272505,4.958,0,-0.02,3,3
shifty,1573.0,0.94,6,1.579783597,11.68,1.9,1.91,1.462397998,7.316,5,1.665,2,2
shilling,670.667,0.69,8,1.880813592,11.16,1.8,4.46,1.51851394,7.364,6,-0.415,3,3
shim,1125.0,0.31,4,0.954242509,11.92,1.6,,0.77815125,8.241,9,0.449,1,1
shimmer,698.0,1,7,1.462397998,10,2.05,3.28,1.322219295,6.358,3,-0.435,2,2
shimmering,699.0,0.94,10,1.51851394,10.05,3.1,2.76,1.477121255,5.939,0,0.051,2,2
shin,588.0,0.76,4,2.198657087,8.39,1.5,4.86,1.799340549,8.337,11,-0.547,1,1
shinbone,901.0,0.55,8,1.204119983,9.12,3.65,4.8,0.698970004,6.533,0,0.605,1,1
shindig,2242.0,0.24,7,1.84509804,11.29,2.9,3.52,1.826074803,7.405,0,1.369,1,1
shine,753.5,0.97,5,3.022840611,5.79,1.4,3.85,2.824125834,7.871,11,-0.418,2,2
shingle,863.0,0.88,7,1.591064607,8.56,2.15,4.82,1.491361694,6.484,1,0.027,2,2
shingles,1985.0,0.94,8,1.531478917,9.19502,2.55,4.47,1.447158031,5.856,1,1.843,3,3
shining,650.0,0.97,7,2.700703717,7,1.95,3.39,2.610660163,7.044,2,-0.501,2,2
shiny,1266.0,0.94,5,2.600972896,4.32,1.85,3.33,2.517195898,7.347,3,0.52,3,3
ship,544.0,1,4,3.702775078,5.33,1.45,4.87,3.06595298,8.218,11,-1.216,2,2
shipboard,564.0,0.91,9,1.079181246,10.12,3.2,3.93,1.079181246,5.278,1,-0.565,1,1
shipbuilder,672.5,0.94,11,0.477121255,7.5,4.7,4.62,0.477121255,5.728,0,0.089,2,2
shipbuilding,877.75,0.97,12,0.77815125,9.29,4.7,4.63,0.602059991,6.223,0,0.434,4,4
shipload,749.0,1,8,0.602059991,8.68,3.65,4.19,0.602059991,6.35,0,-0.185,3,3
shipmate,881.0,1,8,1.255272505,9.42,2.9,4.52,1.230448921,6.419,0,0.358,3,3
shipment,617.0,0.97,8,2.509202522,9.74,2.85,4.48,2.340444115,6.475,0,-0.806,2,2
shipper,717.5,0.97,7,0.84509804,9.94,1.7,3.93,0.84509804,6.603,5,-0.148,2,2
shipping,854.0,1,8,2.509202522,9.15,1.7,3.59,2.372912003,6.532,6,0.197,4,4
shipshape,748.0,0.82,9,1.491361694,8.69,3.95,2.76,1.431363764,5.441,0,-0.267,1,1
shipwreck,582.0,0.97,9,1.447158031,10.35,4.2,4.3,1.342422681,6.391,0,-0.695,1,1
shipyard,728.0,0.97,8,1.643452676,10.47,3.25,4.79,1.380211242,6.639,0,-0.525,2,2
shire,674.333,0.64,5,1.653212514,10.92,1.55,,1.278753601,7.86,8,-0.462,3,3
shirk,625.0,0.47,5,1.146128036,13,1.8,,1.041392685,7.466,6,-0.721,1,1
shirt,860.333,1,5,3.37401474,3.53,1.7,4.94,3.146438135,7.749,7,-0.217,3,3
shirtfront,1364.5,0.68,10,0.301029996,10.41,4.75,4.43,0.301029996,6.077,0,2.893,2,2
shirtsleeve,924.0,0.97,11,0.301029996,6.47,5.65,4.64,0.301029996,5.421,0,0.261,1,1
shirttail,875.5,0.79,9,1.204119983,8.89,4,4.78,1,6.409,0,-0.004,2,2
shiver,644.0,0.94,6,1.897627091,7.5,1.85,3.88,1.707570176,6.805,4,-0.699,1,1
shock,566.333,1,5,3.167021796,7.53,1.55,4,3.035829825,7.787,6,-1.002,3,3
shocking,489.0,0.97,8,2.499687083,7.61,1.85,2.46,2.428134794,7.111,4,-0.721,1,1
shockproof,733.0,0.89,10,0.301029996,12.26,4.45,2.85,0.301029996,4.846,0,-0.32,4,4
shockwave,1031.667,1,9,1.113943352,11.16,3.95,3.78,0.84509804,6.419,0,0.208,3,3
shoddy,1236.0,0.29,6,1.579783597,11.61,2.65,2.87,1.505149978,7.245,0,2.115,1,1
shoe,611.667,0.97,4,3.190611798,2.6,1.4,4.97,2.951337519,8.527,7,-0.492,3,3
shoehorn,783.0,0.86,8,1.146128036,7.89,3.7,4.57,1.113943352,6.65,0,-0.064,1,1
shoelace,801.5,0.92,8,1.591064607,4.16,3,5,1.431363764,6.708,0,-0.129,4,4
shoemaker,708.0,1,9,1.491361694,7.58,3.35,4.54,1.278753601,6.39,0,-0.623,2,2
shoeshine,616.5,1,9,1.568201724,7.05,3.7,4.21,1.380211242,6.037,0,-0.532,2,2
shoestring,913.0,0.88,10,1.146128036,6.21,3.3,4.87,1.079181246,6.47,0,-0.37,1,1
shoot,628.0,1,5,3.924950889,5.53,1.6,3.97,3.513883186,7.96,6,-0.441,3,3
shooter,494.5,1,7,2.698970004,8,1.8,4.14,2.416640507,6.82,2,-0.989,2,2
shop,659.0,1,4,3.436480695,5.78,1.4,4.31,3.20790353,8.193,12,-0.505,1,1
shopkeeper,595.0,0.91,10,1.322219295,8.11,3.6,4.43,1.278753601,5.285,0,-0.6,2,2
shoplift,655.0,0.97,8,1.255272505,8.47,3.55,3.59,1.176091259,6.574,0,-0.188,3,3
shoplifter,589.0,0.97,10,1.414973348,8.74,3.85,4.32,1.301029996,6.3,1,-0.484,1,1
shopper,641.0,0.97,7,1.531478917,6.58,1.75,4.44,1.491361694,6.665,5,-0.659,1,1
shopping,912.0,1,8,3.184975191,4.697766,1.65,3.44,3.020775488,6.715,5,-0.065,1,1
shore,463.0,1,5,3.006037955,6.925079,1.15,4.79,2.658964843,8.345,13,-1.217,1,1
